variable,full_name,label,value_type,description,categories,categories_label
pyckatraim6baseRT6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6baseRT6,"",decimal,,,
pyckatraim6baseMT6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6baseMT6,"",decimal,,,
pyckatraim6baseDT6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6baseDT6,"",decimal,,,
pyckatraim6basePS6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6basePS6,"",decimal,,,
pyckatraim6baseTPS6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6baseTPS6,"",decimal,,,
pyckatraim6basePL6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6basePL6,"",decimal,,,
pyckatraim6basePLT6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6basePLT6,"",decimal,,,
pyckatraim6baseNJ6,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim6baseNJ6,"",decimal,,,
pyckatraim7baseRT7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7baseRT7,"",decimal,,,
pyckatraim7baseMT7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7baseMT7,"",decimal,,,
pyckatraim7baseDT7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7baseDT7,"",decimal,,,
pyckatraim7basePS7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7basePS7,"",decimal,,,
pyckatraim7baseTPS7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7baseTPS7,"",decimal,,,
pyckatraim7basePL7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7basePL7,"",decimal,,,
pyckatraim7basePLT7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7basePLT7,"",decimal,,,
pyckatraim7baseNJ7,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim7baseNJ7,"",decimal,,,
pyckatraim8baseRT8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8baseRT8,"",decimal,,,
pyckatraim8baseMT8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8baseMT8,"",decimal,,,
pyckatraim8baseDT8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8baseDT8,"",decimal,,,
pyckatraim8basePS8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8basePS8,"",decimal,,,
pyckatraim8baseTPS8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8baseTPS8,"",decimal,,,
pyckatraim8basePL8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8basePL8,"",decimal,,,
pyckatraim8basePLT8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8basePLT8,"",decimal,,,
pyckatraim8baseNJ8,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim8baseNJ8,"",decimal,,,
pyckatraim9baseRT9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9baseRT9,"",decimal,,,
