variable,full_name,label,value_type,description,categories,categories_label
fe_2021_all_count_e_4_0_001,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_e_4_0_001,Distance decay weighted (0.001) count of all food outlets,decimal,Distance decay weighted (parameter β = 0.001) count of all food outlets.,,
fe_2021_all_count_e_4_0_003,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_e_4_0_003,Distance decay weighted (0.003) count of all food outlets,decimal,Distance decay weighted (parameter β = 0.003) count of all food outlets.,,
fe_2021_all_count_e_4_0_005,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_e_4_0_005,Distance decay weighted (0.005) count of all food outlets,decimal,Distance decay weighted (parameter β = 0.005) count of all food outlets.,,
fe_2021_all_count_e_4_0_007,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_e_4_0_007,Distance decay weighted (0.007) count of all food outlets,decimal,Distance decay weighted (parameter β = 0.007) count of all food outlets.,,
fe_2021_all_count_e_4_0_01,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_e_4_0_01,Distance decay weighted (0.01) count of all food outlets,decimal,Distance decay weighted (parameter β = 0.01) count of all food outlets.,,
fe_2021_all_count_f_2_300,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_f_2_300,Count of all food outlets within street network 300m,decimal,Count of all food outlets within street network based distance of 300m.,,
fe_2021_all_count_f_2500,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_f_2500,Count of all food outlets within street network of 500m,decimal,Count of all food outlets within street network based distance of 500m.,,
fe_2021_all_count_f_2_1000,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_f_2_1000,Count of all food outlets within street network of 1000m,decimal,Count of all food outlets within street network based distance of 1000m.,,
fe_2021_all_count_f_2_1500,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_f_2_1500,Count of all food outlets within street network of 1500m,decimal,Count of all food outlets within street network based distance of 1500m.,,
fe_2021_all_count_f_2_2000,BiB_Geographic.bib_geog_food_environment.fe_2021_all_count_f_2_2000,Count of all food outlets within street network of 2000m,decimal,Count of all food outlets within street network based distance of 2000m.,,
fe_2021_all_distance_f_2_mean,BiB_Geographic.bib_geog_food_environment.fe_2021_all_distance_f_2_mean,Mean distance to all food outlets,decimal,Average distance to all food outlets.,,
fe_2021_all_closest_d_2,BiB_Geographic.bib_geog_food_environment.fe_2021_all_closest_d_2,Distance to closest food oulet in meters,decimal,Distance to the closest food oulet in meters.,,
fe_2021_ff_wide_count_e_4_0_001,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_e_4_0_001,Distance decay weighted (0.001) count of fast-food outlets (wide definition),decimal,Distance decay weighted (parameter β = 0.001) count of fast-food outlets (wide definition).,,
fe_2021_ff_wide_count_e_4_0_003,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_e_4_0_003,Distance decay weighted (0.003) count of fast-food outlets (wide definition),decimal,Distance decay weighted (parameter β = 0.003) count of fast-food outlets (wide definition).,,
fe_2021_ff_wide_count_e_4_0_005,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_e_4_0_005,Distance decay weighted (0.005) count of fast-food outlets (wide definition),decimal,Distance decay weighted (parameter β = 0.005) count of fast-food outlets (wide definition).,,
fe_2021_ff_wide_count_e_4_0_007,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_e_4_0_007,Distance decay weighted (0.007) count of fast-food outlets (wide definition),decimal,Distance decay weighted (parameter β = 0.007) count of fast-food outlets (wide definition).,,
fe_2021_ff_wide_count_e_4_0_01,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_e_4_0_01,Distance decay weighted (0.01) count of fast-food outlets (wide definition),decimal,Distance decay weighted (parameter β = 0.01) count of fast-food outlets (wide definition).,,
fe_2021_ff_wide_count_f_2_300,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_f_2_300,Count of fast-food outlets (wide definition) within street network 300m,decimal,Count of fast-food outlets (wide definition) within street network based distance of 300m.,,
fe_2021_ff_wide_count_f_2500,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_f_2500,Count of fast-food outlets (wide definition) within street network of 500m,decimal,Count of fast-food outlets (wide definition) within street network based distance of 500m.,,
fe_2021_ff_wide_count_f_2_1000,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_f_2_1000,Count of fast-food outlets (wide definition) within street network of 1000m,decimal,Count of fast-food outlets (wide definition) within street network based distance of 1000m.,,
fe_2021_ff_wide_count_f_2_1500,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_f_2_1500,Count of fast-food outlets (wide definition) within street network of 1500m,decimal,Count of fast-food outlets (wide definition) within street network based distance of 1500m.,,
fe_2021_ff_wide_count_f_2_2000,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_count_f_2_2000,Count of fast-food outlets (wide definition) within street network of 2000m,decimal,Count of fast-food outlets (wide definition) within street network based distance of 2000m.,,
fe_2021_ff_wide_dist_f_2_mean,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_dist_f_2_mean,Mean distance to all fast-food outlets (narrowly defined),decimal,Average distance to all fast-food outlets (narrowly defined).,,
fe_2021_ff_wide_closest_d_2,BiB_Geographic.bib_geog_food_environment.fe_2021_ff_wide_closest_d_2,Distance to closest fast-food outlet (wide definition) in meters,decimal,Distance to the closest fast-food outlet (wide definition) in meters.,,
