project,table,variable
BiB_1000,bib1000_36m_b36qi9,BiBPersonID
BiB_1000,bib1000_36m_b36qi9,has_bib1000_36m_b36qi9
BiB_1000,bib1000_36m_b36qi9,bib36i9mins
BiB_1000,bib1000_36m_b36qi9,bib36i9programme
BiB_1000,bib1000_36m_b36qi9,has_b36tab
