project,table,variable
BiB_1000,bib1000_18m_b18qh2,BiBPersonID
BiB_1000,bib1000_18m_b18qh2,has_bib1000_18m_b18qh2
BiB_1000,bib1000_18m_b18qh2,bib18h2description
BiB_1000,bib1000_18m_b18qh2,bib18h2frequency
BiB_1000,bib1000_18m_b18qh2,has_b18tab
