variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_Education_Record.edrecs_ks1_1.BiBPersonID,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,BiBPersonID,,text,,,3622,3622
BiB_Education_Record.edrecs_ks1_1.has_edrecs_ks1_1,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,has_edrecs_ks1_1,Has key stage 1 assessment pre 2016,integer,,administration,3622,3622
BiB_Education_Record.edrecs_ks1_1.has_edks11,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,has_edks11,Has: Key Stage 1 Assessment: Pre 2016,categorical,[1 has],administration,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_acyrtested,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_acyrtested,School year of KS1 assessment,categorical,[1 R] [2 Y1] [3 Y2] [4 Y3] [5 Y4] [6 Y5] [7 Y6],administration,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_english,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_english,Key Stage 1 (pre 2016)- English,categorical,[1 1 - Level 1] [2 2C - just into Level 2] [3 2B - securely at Level 2] [4 2A - top end of Level 2] [5 3 - Level 3] [6 W - Working towards level 1 without SEN],primary_schooling,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_maths,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_maths,Key Stage 1 (pre 2016)- Maths,categorical,[1 1 - Level 1] [2 2C - just into Level 2] [3 2B - securely at Level 2] [4 2A - top end of Level 2] [5 3 - Level 3] [6 W - Working towards level 1 without SEN],primary_schooling,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_reading,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_reading,Key Stage 1 (pre 2016)- Reading,categorical,[1 1 - Level 1] [2 2C - just into Level 2] [3 2B - securely at Level 2] [4 2A - top end of Level 2] [5 3 - Level 3] [6 W - Working towards level 1 without SEN],primary_schooling,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_science,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_science,Key Stage 1 (pre 2016)- Science,categorical,"[1 1 - Level 1] [2 2 - Level 2] [3 3 - Level 3] [4 U - In exceptional circumstances, pupil disapplied from national curriculum] [5 W - Working towards level 1 without SEN]",primary_schooling,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_testestablishment,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_testestablishment,School Code where test conducted: Key Stage 1 (pre 2016),text,,location,3622,3622
BiB_Education_Record.edrecs_ks1_1.ks1_pre2016_writing,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,ks1_pre2016_writing,Key Stage 1 (pre 2016)- Writing,categorical,[1 1 - Level 1] [2 2C - just into Level 2] [3 2B - securely at Level 2] [4 2A - top end of Level 2] [5 3 - Level 3] [6 W - Working towards level 1 without SEN],primary_schooling,3622,3622
BiB_Education_Record.edrecs_ks1_1.date_est,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,date_est,Estimated date of assessment,date,,administration,3622,3622
BiB_Education_Record.edrecs_ks1_1.age_months_est,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,age_months_est,Estimated age in months at assessment,integer,,age,3622,3622
BiB_Education_Record.edrecs_ks1_1.age_years_est,BiB_Education_Record.edrecs_ks1_1,BiB_Education_Record,edrecs_ks1_1,age_years_est,Estimated age in years at assessment,integer,,age,3622,3622
