project,table,variable,full_name,label,value_type,description,categories,categories_label
BiB_StartingSchool,stschool_ckat,ssckatraim51baseTPS51,BiB_StartingSchool.stschool_ckat.ssckatraim51baseTPS51,Aiming Baseline (Aim Number: 50 of 50) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnDT53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnDT53,Aiming Embedded Baseline (Aim Number: 1 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnMT53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnMT53,Aiming Embedded Baseline (Aim Number: 1 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnNJ53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnNJ53,Aiming Embedded Baseline (Aim Number: 1 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnPL53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnPL53,Aiming Embedded Baseline (Aim Number: 1 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnPLT53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnPLT53,Aiming Embedded Baseline (Aim Number: 1 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnPS53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnPS53,Aiming Embedded Baseline (Aim Number: 1 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnRT53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnRT53,Aiming Embedded Baseline (Aim Number: 1 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim53EbslnTPS53,BiB_StartingSchool.stschool_ckat.ssckatraim53EbslnTPS53,Aiming Embedded Baseline (Aim Number: 1 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnDT54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnDT54,Aiming Embedded Baseline (Aim Number: 2 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnMT54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnMT54,Aiming Embedded Baseline (Aim Number: 2 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnNJ54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnNJ54,Aiming Embedded Baseline (Aim Number: 2 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnPL54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnPL54,Aiming Embedded Baseline (Aim Number: 2 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnPLT54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnPLT54,Aiming Embedded Baseline (Aim Number: 2 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnPS54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnPS54,Aiming Embedded Baseline (Aim Number: 2 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnRT54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnRT54,Aiming Embedded Baseline (Aim Number: 2 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim54EbslnTPS54,BiB_StartingSchool.stschool_ckat.ssckatraim54EbslnTPS54,Aiming Embedded Baseline (Aim Number: 2 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnDT56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnDT56,Aiming Embedded Baseline (Aim Number: 3 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnMT56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnMT56,Aiming Embedded Baseline (Aim Number: 3 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnNJ56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnNJ56,Aiming Embedded Baseline (Aim Number: 3 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnPL56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnPL56,Aiming Embedded Baseline (Aim Number: 3 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnPLT56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnPLT56,Aiming Embedded Baseline (Aim Number: 3 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnPS56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnPS56,Aiming Embedded Baseline (Aim Number: 3 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnRT56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnRT56,Aiming Embedded Baseline (Aim Number: 3 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim56EbslnTPS56,BiB_StartingSchool.stschool_ckat.ssckatraim56EbslnTPS56,Aiming Embedded Baseline (Aim Number: 3 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnDT58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnDT58,Aiming Embedded Baseline (Aim Number: 4 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnMT58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnMT58,Aiming Embedded Baseline (Aim Number: 4 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnNJ58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnNJ58,Aiming Embedded Baseline (Aim Number: 4 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnPL58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnPL58,Aiming Embedded Baseline (Aim Number: 4 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnPLT58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnPLT58,Aiming Embedded Baseline (Aim Number: 4 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnPS58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnPS58,Aiming Embedded Baseline (Aim Number: 4 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnRT58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnRT58,Aiming Embedded Baseline (Aim Number: 4 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim58EbslnTPS58,BiB_StartingSchool.stschool_ckat.ssckatraim58EbslnTPS58,Aiming Embedded Baseline (Aim Number: 4 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnDT59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnDT59,Aiming Embedded Baseline (Aim Number: 5 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnMT59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnMT59,Aiming Embedded Baseline (Aim Number: 5 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnNJ59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnNJ59,Aiming Embedded Baseline (Aim Number: 5 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnPL59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnPL59,Aiming Embedded Baseline (Aim Number: 5 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnPLT59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnPLT59,Aiming Embedded Baseline (Aim Number: 5 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnPS59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnPS59,Aiming Embedded Baseline (Aim Number: 5 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnRT59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnRT59,Aiming Embedded Baseline (Aim Number: 5 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim59EbslnTPS59,BiB_StartingSchool.stschool_ckat.ssckatraim59EbslnTPS59,Aiming Embedded Baseline (Aim Number: 5 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnDT60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnDT60,Aiming Embedded Baseline (Aim Number: 6 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnMT60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnMT60,Aiming Embedded Baseline (Aim Number: 6 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnNJ60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnNJ60,Aiming Embedded Baseline (Aim Number: 6 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnPL60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnPL60,Aiming Embedded Baseline (Aim Number: 6 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnPLT60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnPLT60,Aiming Embedded Baseline (Aim Number: 6 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnPS60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnPS60,Aiming Embedded Baseline (Aim Number: 6 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnRT60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnRT60,Aiming Embedded Baseline (Aim Number: 6 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim60EbslnTPS60,BiB_StartingSchool.stschool_ckat.ssckatraim60EbslnTPS60,Aiming Embedded Baseline (Aim Number: 6 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnDT62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnDT62,Aiming Embedded Baseline (Aim Number: 7 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnMT62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnMT62,Aiming Embedded Baseline (Aim Number: 7 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnNJ62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnNJ62,Aiming Embedded Baseline (Aim Number: 7 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnPL62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnPL62,Aiming Embedded Baseline (Aim Number: 7 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnPLT62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnPLT62,Aiming Embedded Baseline (Aim Number: 7 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnPS62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnPS62,Aiming Embedded Baseline (Aim Number: 7 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnRT62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnRT62,Aiming Embedded Baseline (Aim Number: 7 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim62EbslnTPS62,BiB_StartingSchool.stschool_ckat.ssckatraim62EbslnTPS62,Aiming Embedded Baseline (Aim Number: 7 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnDT63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnDT63,Aiming Embedded Baseline (Aim Number: 8 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnMT63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnMT63,Aiming Embedded Baseline (Aim Number: 8 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnNJ63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnNJ63,Aiming Embedded Baseline (Aim Number: 8 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnPL63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnPL63,Aiming Embedded Baseline (Aim Number: 8 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnPLT63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnPLT63,Aiming Embedded Baseline (Aim Number: 8 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnPS63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnPS63,Aiming Embedded Baseline (Aim Number: 8 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnRT63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnRT63,Aiming Embedded Baseline (Aim Number: 8 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim63EbslnTPS63,BiB_StartingSchool.stschool_ckat.ssckatraim63EbslnTPS63,Aiming Embedded Baseline (Aim Number: 8 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnDT64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnDT64,Aiming Embedded Baseline (Aim Number: 9 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnMT64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnMT64,Aiming Embedded Baseline (Aim Number: 9 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnNJ64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnNJ64,Aiming Embedded Baseline (Aim Number: 9 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnPL64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnPL64,Aiming Embedded Baseline (Aim Number: 9 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnPLT64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnPLT64,Aiming Embedded Baseline (Aim Number: 9 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnPS64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnPS64,Aiming Embedded Baseline (Aim Number: 9 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnRT64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnRT64,Aiming Embedded Baseline (Aim Number: 9 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim64EbslnTPS64,BiB_StartingSchool.stschool_ckat.ssckatraim64EbslnTPS64,Aiming Embedded Baseline (Aim Number: 9 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnDT65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnDT65,Aiming Embedded Baseline (Aim Number: 10 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnMT65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnMT65,Aiming Embedded Baseline (Aim Number: 10 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnNJ65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnNJ65,Aiming Embedded Baseline (Aim Number: 10 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnPL65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnPL65,Aiming Embedded Baseline (Aim Number: 10 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnPLT65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnPLT65,Aiming Embedded Baseline (Aim Number: 10 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnPS65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnPS65,Aiming Embedded Baseline (Aim Number: 10 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnRT65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnRT65,Aiming Embedded Baseline (Aim Number: 10 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim65EbslnTPS65,BiB_StartingSchool.stschool_ckat.ssckatraim65EbslnTPS65,Aiming Embedded Baseline (Aim Number: 10 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnDT67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnDT67,Aiming Embedded Baseline (Aim Number: 11 of 11) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnMT67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnMT67,Aiming Embedded Baseline (Aim Number: 11 of 11) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnNJ67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnNJ67,Aiming Embedded Baseline (Aim Number: 11 of 11) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnPL67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnPL67,Aiming Embedded Baseline (Aim Number: 11 of 11) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnPLT67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnPLT67,Aiming Embedded Baseline (Aim Number: 11 of 11) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnPS67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnPS67,Aiming Embedded Baseline (Aim Number: 11 of 11) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnRT67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnRT67,Aiming Embedded Baseline (Aim Number: 11 of 11) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim67EbslnTPS67,BiB_StartingSchool.stschool_ckat.ssckatraim67EbslnTPS67,Aiming Embedded Baseline (Aim Number: 11 of 11) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1DT70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1DT70,Aiming Jump (Aim Number: 1 of 6) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1MT70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1MT70,Aiming Jump (Aim Number: 1 of 6) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1NJ70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1NJ70,Aiming Jump (Aim Number: 1 of 6) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1PL70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1PL70,Aiming Jump (Aim Number: 1 of 6) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1PLT70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1PLT70,Aiming Jump (Aim Number: 1 of 6) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1PS70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1PS70,Aiming Jump (Aim Number: 1 of 6) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1RT70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1RT70,Aiming Jump (Aim Number: 1 of 6) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim70jump1TPS70,BiB_StartingSchool.stschool_ckat.ssckatraim70jump1TPS70,Aiming Jump (Aim Number: 1 of 6) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2DT71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2DT71,Aiming Jump (Aim Number: 2 of 6) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2MT71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2MT71,Aiming Jump (Aim Number: 2 of 6) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2NJ71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2NJ71,Aiming Jump (Aim Number: 2 of 6) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2PL71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2PL71,Aiming Jump (Aim Number: 2 of 6) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2PLT71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2PLT71,Aiming Jump (Aim Number: 2 of 6) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2PS71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2PS71,Aiming Jump (Aim Number: 2 of 6) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2RT71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2RT71,Aiming Jump (Aim Number: 2 of 6) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim71jump2TPS71,BiB_StartingSchool.stschool_ckat.ssckatraim71jump2TPS71,Aiming Jump (Aim Number: 2 of 6) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3DT72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3DT72,Aiming Jump (Aim Number: 3 of 6) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3MT72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3MT72,Aiming Jump (Aim Number: 3 of 6) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3NJ72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3NJ72,Aiming Jump (Aim Number: 3 of 6) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3PL72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3PL72,Aiming Jump (Aim Number: 3 of 6) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3PLT72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3PLT72,Aiming Jump (Aim Number: 3 of 6) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3PS72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3PS72,Aiming Jump (Aim Number: 3 of 6) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3RT72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3RT72,Aiming Jump (Aim Number: 3 of 6) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim72jump3TPS72,BiB_StartingSchool.stschool_ckat.ssckatraim72jump3TPS72,Aiming Jump (Aim Number: 3 of 6) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4DT73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4DT73,Aiming Jump (Aim Number: 4 of 6) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4MT73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4MT73,Aiming Jump (Aim Number: 4 of 6) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4NJ73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4NJ73,Aiming Jump (Aim Number: 4 of 6) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4PL73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4PL73,Aiming Jump (Aim Number: 4 of 6) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4PLT73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4PLT73,Aiming Jump (Aim Number: 4 of 6) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4PS73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4PS73,Aiming Jump (Aim Number: 4 of 6) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4RT73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4RT73,Aiming Jump (Aim Number: 4 of 6) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim73jump4TPS73,BiB_StartingSchool.stschool_ckat.ssckatraim73jump4TPS73,Aiming Jump (Aim Number: 4 of 6) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5DT74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5DT74,Aiming Jump (Aim Number: 5 of 6) Deceleration Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5MT74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5MT74,Aiming Jump (Aim Number: 5 of 6) Movement Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5NJ74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5NJ74,Aiming Jump (Aim Number: 5 of 6) Normalised Jerk,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5PL74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5PL74,Aiming Jump (Aim Number: 5 of 6) Path Length,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5PLT74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5PLT74,Aiming Jump (Aim Number: 5 of 6) Path Length Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5PS74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5PS74,Aiming Jump (Aim Number: 5 of 6) Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5RT74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5RT74,Aiming Jump (Aim Number: 5 of 6) Reaction Time,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim74jump5TPS74,BiB_StartingSchool.stschool_ckat.ssckatraim74jump5TPS74,Aiming Jump (Aim Number: 5 of 6) Time to Peak Speed,decimal,,,
BiB_StartingSchool,stschool_ckat,ssckatraim75jump6DT75,BiB_StartingSchool.stschool_ckat.ssckatraim75jump6DT75,Aiming Jump (Aim Number: 6 of 6) Deceleration Time,decimal,,,
