variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_MeDALL.medall_ngst.BiBPersonID,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,BiBPersonID,,text,,,3284,815
BiB_MeDALL.medall_ngst.has_medall_ngst,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,has_medall_ngst,Has medall neighbourhood green space tool,integer,,administration,3284,815
BiB_MeDALL.medall_ngst.PregnancyID,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,PregnancyID,BiB Pregnancy ID,text,,administration,3284,815
BiB_MeDALL.medall_ngst.FatherID,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,FatherID,BiB Father ID,integer,,administration,1152,286
BiB_MeDALL.medall_ngst.agemm_mdngst,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,agemm_mdngst,Mother age (months): MeDALL Neighbourhood Green Space Tool,integer,,age,3276,813
BiB_MeDALL.medall_ngst.agemy_mdngst,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,agemy_mdngst,Mother age (years): MeDALL Neighbourhood Green Space Tool,integer,,age,3276,813
BiB_MeDALL.medall_ngst.has_mdngst,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,has_mdngst,Has: MeDALL Neighbourhood Green Space Tool,categorical,[1 has],administration,3284,815
BiB_MeDALL.medall_ngst.ngst_alcoholIN2a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_alcoholIN2a,evidence of alcohol use,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_alcohollevelIN2b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_alcohollevelIN2b,level of evidence of alcohol use,categorical,[1 Hardly noticeable] [2 Noticeable] [3 Very noticeable],neighbourhood,539,344
BiB_MeDALL.medall_ngst.ngst_attractNN4,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_attractNN4,presence of public attraction,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_bbqAM8a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_bbqAM8a,presence of bbq,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_binsAM2a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_binsAM2a,presence of bins,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_binsqualAM2b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_binsqualAM2b,quality of bins,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_cafeAM5a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_cafeAM5a,presence of cafe,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_cafequalAM5b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_cafequalAM5b,quality of cafe,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,967,553
BiB_MeDALL.medall_ngst.ngst_canalNA2d,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_canalNA2d,presence of canal,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_childUS4a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_childUS4a,suitable for children's play dichotomous,categorical,[1 Not useful] [2 Somewhat to very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_childUS4b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_childUS4b,suitable for children's play,categorical,[1 Not useful] [2 Somewhat useful] [3 Useful] [4 Very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_conseUS5a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_conseUS5a,suitable for conservation or biodiversity dichotomous,categorical,[1 Not useful] [2 Somewhat to very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_conseUS5b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_conseUS5b,suitable for conservatio or biodiversity,categorical,[1 Not useful] [2 Somewhat useful] [3 Useful] [4 Very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_courtqualR3b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_courtqualR3b,quality of courts,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1145,614
BiB_MeDALL.medall_ngst.ngst_courtR3a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_courtR3a,presence of courts,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_flowerNA7a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_flowerNA7a,presence of flowers,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_flowerqualNA7b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_flowerqualNA7b,quality of flowers,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1462,689
BiB_MeDALL.medall_ngst.ngst_fountainNN1,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_fountainNN1,presence of water fountain,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_glassIN5a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_glassIN5a,presence of broken glass,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_glasslevelIN5b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_glasslevelIN5b,level of broken glass,categorical,[1 Hardly noticeable] [2 Noticeable] [3 Very noticeable],neighbourhood,289,191
BiB_MeDALL.medall_ngst.ngst_gpitchqualR2b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_gpitchqualR2b,quality of grass pitch,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1533,722
BiB_MeDALL.medall_ngst.ngst_gpitchR2a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_gpitchR2a,presence of grass pitch,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_graffitiIN4a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_graffitiIN4a,presence of graffiti,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_graffitilevelIN4b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_graffitilevelIN4b,level of graffiti,categorical,[1 Hardly noticeable] [2 Noticeable] [3 Very noticeable],neighbourhood,576,353
BiB_MeDALL.medall_ngst.ngst_greenspace,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_greenspace,name of green space,text,,neighbourhood,3284,815
BiB_MeDALL.medall_ngst.ngst_gsheltAM7a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_gsheltAM7a,presence of green shelter,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_gsheltqualAM7b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_gsheltqualAM7b,quality of green shelter,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1539,715
BiB_MeDALL.medall_ngst.ngst_historyNN3,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_historyNN3,presence of historic or attractive building or man-made structure,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_housevisSA3,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_housevisSA3,visibility of houses from centre,categorical,[1 None] [2 Partial] [3 Clear],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_inforUS2a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_inforUS2a,suitable for informal games dichotomous,categorical,[1 Not useful] [2 Somewhat to very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_inforUS2b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_inforUS2b,suitable for informal games,categorical,[1 Not useful] [2 Somewhat useful] [3 Useful] [4 Very useful],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_lakeNA2a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_lakeNA2a,presence of small lake,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_lightsqualSA1b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_lightsqualSA1b,quality of lighting,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,608,387
BiB_MeDALL.medall_ngst.ngst_lightsSA1a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_lightsSA1a,presence of lighting,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_litterIN1a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_litterIN1a,presence of litter,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_litterlevelIN1b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_litterlevelIN1b,level of litter,categorical,[1 Hardly noticeable] [2 Noticeable] [3 Very noticeable],neighbourhood,1344,666
BiB_MeDALL.medall_ngst.ngst_mroadAC2,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_mroadAC2,adjacent roads are minor/not busy,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_noiseIN8a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_noiseIN8a,presence of noise pollution,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_noiselevelIN8b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_noiselevelIN8b,level of noise pollution,categorical,[1 Hardly noticeable] [2 Noticeable] [3 Very noticeable],neighbourhood,187,134
BiB_MeDALL.medall_ngst.ngst_opspacqualR7,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_opspacqualR7,quality of open space,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1673,741
BiB_MeDALL.medall_ngst.ngst_opspacquanR6b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_opspacquanR6b,amount of open space,categorical,[1 Some] [2 Adequate] [3 A lot],neighbourhood,1673,741
BiB_MeDALL.medall_ngst.ngst_opspacR6a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_opspacR6a,presence of open space,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_parkcode,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_parkcode,park code,integer,,neighbourhood,2039,805
BiB_MeDALL.medall_ngst.ngst_pathsAC5a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_pathsAC5a,presence of paths,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_pathsqualAC6,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_pathsqualAC6,quality of paths,categorical,[1 Poor] [2 Adequate] [3 Good] [4 Excellent],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_pathsquanAC5b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_pathsquanAC5b,quantity of paths,categorical,[1 Some] [2 Adequate] [3 A lot],neighbourhood,1633,737
BiB_MeDALL.medall_ngst.ngst_picnicAM9a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_picnicAM9a,presence of picnic tables,categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_picnicqualAM9b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_picnicqualAM9b,quality of picnic tables,categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,824,446
BiB_MeDALL.medall_ngst.ngst_plantNA8a,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_plantNA8a,"presence of other planted trees, shrubs",categorical,[1 Absent] [2 Present],neighbourhood,1683,745
BiB_MeDALL.medall_ngst.ngst_plantqualNA8b,BiB_MeDALL.medall_ngst,BiB_MeDALL,medall_ngst,ngst_plantqualNA8b,"quality of other plants, shrubs",categorical,[1 Poor] [2 Adequate] [3 Good],neighbourhood,1522,699
