variable,full_name,label,value_type,description,categories,categories_label
pseudo_pregnancy_number,BiBBS_CohortInfo.recruitment.pseudo_pregnancy_number,Patient pregnancy number ordered by booking date,decimal,,,
medway_booking_y,BiBBS_CohortInfo.recruitment.medway_booking_y,Year of booking in maternity EPR,decimal,,,
medway_booking_m,BiBBS_CohortInfo.recruitment.medway_booking_m,Month of booking in maternity EPR,decimal,,,
medway_edd_y,BiBBS_CohortInfo.recruitment.medway_edd_y,Expected year of delivery in maternity EPR,decimal,,,
medway_edd_m,BiBBS_CohortInfo.recruitment.medway_edd_m,Expected month of delivery in maternity EPR,decimal,,,
BiBBSRecruitmentID,BiBBS_CohortInfo.recruitment.BiBBSRecruitmentID,BiBBS recruitment record ID,decimal,,,
BiBBSPersonID,BiBBS_CohortInfo.recruitment.BiBBSPersonID,BiBBS PersonID,text,,,
BiBBSPregnancyID,BiBBS_CohortInfo.recruitment.BiBBSPregnancyID,BiBBS PregnancyID,text,,,
eligible,BiBBS_CohortInfo.recruitment.eligible,Pregnancy eligible for BiBBS,decimal,,,
not_eligible,BiBBS_CohortInfo.recruitment.not_eligible,Pregnancy not eligible for BiBBS,decimal,,,
not_eligible_area,BiBBS_CohortInfo.recruitment.not_eligible_area,Pregnancy not eligible for BiBBS: postcode out of area,decimal,,,
not_eligible_other,BiBBS_CohortInfo.recruitment.not_eligible_other,Pregnancy not eligible for BiBBS: other reason,decimal,,,
not_yet_recruited,BiBBS_CohortInfo.recruitment.not_yet_recruited,Pregnancy eligible but not yet recruited at datafreeze,decimal,,,
not_recruited,BiBBS_CohortInfo.recruitment.not_recruited,Pregnancy not recruited,decimal,,,
not_recruited_not_informed,BiBBS_CohortInfo.recruitment.not_recruited_not_informed,Pregnancy not recruited: not informed about BiBBS,decimal,,,
not_recruited_informed,BiBBS_CohortInfo.recruitment.not_recruited_informed,Pregnancy not recruited: informed about BiBBS,decimal,,,
not_recruited_declined,BiBBS_CohortInfo.recruitment.not_recruited_declined,Pregnancy not recruited: declined participation,decimal,,,
recruited,BiBBS_CohortInfo.recruitment.recruited,Pregnancy recruited to BiBBS,decimal,,,
has_survey,BiBBS_CohortInfo.recruitment.has_survey,Survey record exists for this pregnancy,decimal,,,
