variable,full_name,label,value_type,description,categories,categories_label
has_allin24_hh,BiB_ALL_IN.allin24_hh.has_allin24_hh,Has all in 24m household,decimal,,,
all24age,BiB_ALL_IN.allin24_hh.all24age,Age,decimal,,,
all24mon,BiB_ALL_IN.allin24_hh.all24mon,DateOfBirthMonth,decimal,,,
all24name,BiB_ALL_IN.allin24_hh.all24name,Name,text,,,
all24namena,BiB_ALL_IN.allin24_hh.all24namena,,decimal,,,
all24rship,BiB_ALL_IN.allin24_hh.all24rship,Relationship,decimal,,,
all24sex,BiB_ALL_IN.allin24_hh.all24sex,Sex,decimal,,,
all24yr,BiB_ALL_IN.allin24_hh.all24yr,DateOfBirthYear,text,,,
has_all2qs,BiB_ALL_IN.allin24_hh.has_all2qs,Has ALL IN 24m questionnaire,decimal,,1,has
