variable,full_name,label,value_type,description,categories,categories_label
BiBPersonID,BiB_StartingSchool.stschool_ckat.BiBPersonID,,text,,,
has_stschool_ckat,BiB_StartingSchool.stschool_ckat.has_stschool_ckat,Has starting school: ckat,decimal,,,
has_ssckat,BiB_StartingSchool.stschool_ckat.has_ssckat,Has Starting School CKAT,decimal,,1,has
ssckatraim01scrapDT1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapDT1,Aiming (Initiation) Deceleration Time,decimal,,,
ssckatraim01scrapMT1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapMT1,Aiming (Initiation) Movement Time,decimal,,,
ssckatraim01scrapNJ1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapNJ1,Aiming (Initiation) Normalised Jerk,decimal,,,
ssckatraim01scrapPL1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapPL1,Aiming (Initiation)  Path Length,decimal,,,
ssckatraim01scrapPLT1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapPLT1,Aiming (Initiation) Path Length Time,decimal,,,
ssckatraim01scrapPS1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapPS1,Aiming (Initiation) Peak Speed,decimal,,,
ssckatraim01scrapRT1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapRT1,Aiming (Initiation) Reaction Time,decimal,,,
ssckatraim01scrapTPS1,BiB_StartingSchool.stschool_ckat.ssckatraim01scrapTPS1,Aiming (Initiation) Time to Peak Speed,decimal,,,
ssckatraim02baseDT2,BiB_StartingSchool.stschool_ckat.ssckatraim02baseDT2,Aiming Baseline (Aim Number: 1 of 50) Deceleration Time,decimal,,,
ssckatraim02baseMT2,BiB_StartingSchool.stschool_ckat.ssckatraim02baseMT2,Aiming Baseline (Aim Number: 1 of 50) Movement Time,decimal,,,
ssckatraim02baseNJ2,BiB_StartingSchool.stschool_ckat.ssckatraim02baseNJ2,Aiming Baseline (Aim Number: 1 of 50) Normalised Jerk,decimal,,,
ssckatraim02basePL2,BiB_StartingSchool.stschool_ckat.ssckatraim02basePL2,Aiming Baseline (Aim Number: 1 of 50) Path Length,decimal,,,
ssckatraim02basePLT2,BiB_StartingSchool.stschool_ckat.ssckatraim02basePLT2,Aiming Baseline (Aim Number: 1 of 50) Path Length Time,decimal,,,
ssckatraim02basePS2,BiB_StartingSchool.stschool_ckat.ssckatraim02basePS2,Aiming Baseline (Aim Number: 1 of 50) Peak Speed,decimal,,,
ssckatraim02baseRT2,BiB_StartingSchool.stschool_ckat.ssckatraim02baseRT2,Aiming Baseline (Aim Number: 1 of 50) Reaction Time,decimal,,,
ssckatraim02baseTPS2,BiB_StartingSchool.stschool_ckat.ssckatraim02baseTPS2,Aiming Baseline (Aim Number: 1 of 50) Time to Peak Speed,decimal,,,
ssckatraim03baseDT3,BiB_StartingSchool.stschool_ckat.ssckatraim03baseDT3,Aiming Baseline (Aim Number: 2 of 50) Deceleration Time,decimal,,,
ssckatraim03baseMT3,BiB_StartingSchool.stschool_ckat.ssckatraim03baseMT3,Aiming Baseline (Aim Number: 2 of 50) Movement Time,decimal,,,
ssckatraim03baseNJ3,BiB_StartingSchool.stschool_ckat.ssckatraim03baseNJ3,Aiming Baseline (Aim Number: 2 of 50) Normalised Jerk,decimal,,,
ssckatraim03basePL3,BiB_StartingSchool.stschool_ckat.ssckatraim03basePL3,Aiming Baseline (Aim Number: 2 of 50) Path Length,decimal,,,
ssckatraim03basePLT3,BiB_StartingSchool.stschool_ckat.ssckatraim03basePLT3,Aiming Baseline (Aim Number: 2 of 50) Path Length Time,decimal,,,
ssckatraim03basePS3,BiB_StartingSchool.stschool_ckat.ssckatraim03basePS3,Aiming Baseline (Aim Number: 2 of 50) Peak Speed,decimal,,,
ssckatraim03baseRT3,BiB_StartingSchool.stschool_ckat.ssckatraim03baseRT3,Aiming Baseline (Aim Number: 2 of 50) Reaction Time,decimal,,,
ssckatraim03baseTPS3,BiB_StartingSchool.stschool_ckat.ssckatraim03baseTPS3,Aiming Baseline (Aim Number: 2 of 50) Time to Peak Speed,decimal,,,
ssckatraim04baseDT4,BiB_StartingSchool.stschool_ckat.ssckatraim04baseDT4,Aiming Baseline (Aim Number: 3 of 50) Deceleration Time,decimal,,,
ssckatraim04baseMT4,BiB_StartingSchool.stschool_ckat.ssckatraim04baseMT4,Aiming Baseline (Aim Number: 3 of 50) Movement Time,decimal,,,
ssckatraim04baseNJ4,BiB_StartingSchool.stschool_ckat.ssckatraim04baseNJ4,Aiming Baseline (Aim Number: 3 of 50) Normalised Jerk,decimal,,,
ssckatraim04basePL4,BiB_StartingSchool.stschool_ckat.ssckatraim04basePL4,Aiming Baseline (Aim Number: 3 of 50) Path Length,decimal,,,
ssckatraim04basePLT4,BiB_StartingSchool.stschool_ckat.ssckatraim04basePLT4,Aiming Baseline (Aim Number: 3 of 50) Path Length Time,decimal,,,
ssckatraim04basePS4,BiB_StartingSchool.stschool_ckat.ssckatraim04basePS4,Aiming Baseline (Aim Number: 3 of 50) Peak Speed,decimal,,,
ssckatraim04baseRT4,BiB_StartingSchool.stschool_ckat.ssckatraim04baseRT4,Aiming Baseline (Aim Number: 3 of 50) Reaction Time,decimal,,,
ssckatraim04baseTPS4,BiB_StartingSchool.stschool_ckat.ssckatraim04baseTPS4,Aiming Baseline (Aim Number: 3 of 50) Time to Peak Speed,decimal,,,
ssckatraim05baseDT5,BiB_StartingSchool.stschool_ckat.ssckatraim05baseDT5,Aiming Baseline (Aim Number: 4 of 50) Deceleration Time,decimal,,,
ssckatraim05baseMT5,BiB_StartingSchool.stschool_ckat.ssckatraim05baseMT5,Aiming Baseline (Aim Number: 4 of 50) Movement Time,decimal,,,
ssckatraim05baseNJ5,BiB_StartingSchool.stschool_ckat.ssckatraim05baseNJ5,Aiming Baseline (Aim Number: 4 of 50) Normalised Jerk,decimal,,,
ssckatraim05basePL5,BiB_StartingSchool.stschool_ckat.ssckatraim05basePL5,Aiming Baseline (Aim Number: 4 of 50) Path Length,decimal,,,
ssckatraim05basePLT5,BiB_StartingSchool.stschool_ckat.ssckatraim05basePLT5,Aiming Baseline (Aim Number: 4 of 50) Path Length Time,decimal,,,
ssckatraim05basePS5,BiB_StartingSchool.stschool_ckat.ssckatraim05basePS5,Aiming Baseline (Aim Number: 4 of 50) Peak Speed,decimal,,,
ssckatraim05baseRT5,BiB_StartingSchool.stschool_ckat.ssckatraim05baseRT5,Aiming Baseline (Aim Number: 4 of 50) Reaction Time,decimal,,,
ssckatraim05baseTPS5,BiB_StartingSchool.stschool_ckat.ssckatraim05baseTPS5,Aiming Baseline (Aim Number: 4 of 50) Time to Peak Speed,decimal,,,
ssckatraim06baseDT6,BiB_StartingSchool.stschool_ckat.ssckatraim06baseDT6,Aiming Baseline (Aim Number: 5 of 50) Deceleration Time,decimal,,,
ssckatraim06baseMT6,BiB_StartingSchool.stschool_ckat.ssckatraim06baseMT6,Aiming Baseline (Aim Number: 5 of 50) Movement Time,decimal,,,
ssckatraim06baseNJ6,BiB_StartingSchool.stschool_ckat.ssckatraim06baseNJ6,Aiming Baseline (Aim Number: 5 of 50) Normalised Jerk,decimal,,,
ssckatraim06basePL6,BiB_StartingSchool.stschool_ckat.ssckatraim06basePL6,Aiming Baseline (Aim Number: 5 of 50) Path Length,decimal,,,
ssckatraim06basePLT6,BiB_StartingSchool.stschool_ckat.ssckatraim06basePLT6,Aiming Baseline (Aim Number: 5 of 50) Path Length Time,decimal,,,
ssckatraim06basePS6,BiB_StartingSchool.stschool_ckat.ssckatraim06basePS6,Aiming Baseline (Aim Number: 5 of 50) Peak Speed,decimal,,,
ssckatraim06baseRT6,BiB_StartingSchool.stschool_ckat.ssckatraim06baseRT6,Aiming Baseline (Aim Number: 5 of 50) Reaction Time,decimal,,,
ssckatraim06baseTPS6,BiB_StartingSchool.stschool_ckat.ssckatraim06baseTPS6,Aiming Baseline (Aim Number: 5 of 50) Time to Peak Speed,decimal,,,
ssckatraim07baseDT7,BiB_StartingSchool.stschool_ckat.ssckatraim07baseDT7,Aiming Baseline (Aim Number: 6 of 50) Deceleration Time,decimal,,,
ssckatraim07baseMT7,BiB_StartingSchool.stschool_ckat.ssckatraim07baseMT7,Aiming Baseline (Aim Number: 6 of 50) Movement Time,decimal,,,
ssckatraim07baseNJ7,BiB_StartingSchool.stschool_ckat.ssckatraim07baseNJ7,Aiming Baseline (Aim Number: 6 of 50) Normalised Jerk,decimal,,,
ssckatraim07basePL7,BiB_StartingSchool.stschool_ckat.ssckatraim07basePL7,Aiming Baseline (Aim Number: 6 of 50) Path Length,decimal,,,
ssckatraim07basePLT7,BiB_StartingSchool.stschool_ckat.ssckatraim07basePLT7,Aiming Baseline (Aim Number: 6 of 50) Path Length Time,decimal,,,
ssckatraim07basePS7,BiB_StartingSchool.stschool_ckat.ssckatraim07basePS7,Aiming Baseline (Aim Number: 6 of 50) Peak Speed,decimal,,,
ssckatraim07baseRT7,BiB_StartingSchool.stschool_ckat.ssckatraim07baseRT7,Aiming Baseline (Aim Number: 6 of 50) Reaction Time,decimal,,,
ssckatraim07baseTPS7,BiB_StartingSchool.stschool_ckat.ssckatraim07baseTPS7,Aiming Baseline (Aim Number: 6 of 50) Time to Peak Speed,decimal,,,
ssckatraim08baseDT8,BiB_StartingSchool.stschool_ckat.ssckatraim08baseDT8,Aiming Baseline (Aim Number: 7 of 50) Deceleration Time,decimal,,,
ssckatraim08baseMT8,BiB_StartingSchool.stschool_ckat.ssckatraim08baseMT8,Aiming Baseline (Aim Number: 7 of 50) Movement Time,decimal,,,
ssckatraim08baseNJ8,BiB_StartingSchool.stschool_ckat.ssckatraim08baseNJ8,Aiming Baseline (Aim Number: 7 of 50) Normalised Jerk,decimal,,,
ssckatraim08basePL8,BiB_StartingSchool.stschool_ckat.ssckatraim08basePL8,Aiming Baseline (Aim Number: 7 of 50) Path Length,decimal,,,
ssckatraim08basePLT8,BiB_StartingSchool.stschool_ckat.ssckatraim08basePLT8,Aiming Baseline (Aim Number: 7 of 50) Path Length Time,decimal,,,
ssckatraim08basePS8,BiB_StartingSchool.stschool_ckat.ssckatraim08basePS8,Aiming Baseline (Aim Number: 7 of 50) Peak Speed,decimal,,,
ssckatraim08baseRT8,BiB_StartingSchool.stschool_ckat.ssckatraim08baseRT8,Aiming Baseline (Aim Number: 7 of 50) Reaction Time,decimal,,,
ssckatraim08baseTPS8,BiB_StartingSchool.stschool_ckat.ssckatraim08baseTPS8,Aiming Baseline (Aim Number: 7 of 50) Time to Peak Speed,decimal,,,
ssckatraim09baseDT9,BiB_StartingSchool.stschool_ckat.ssckatraim09baseDT9,Aiming Baseline (Aim Number: 8 of 50) Deceleration Time,decimal,,,
ssckatraim09baseMT9,BiB_StartingSchool.stschool_ckat.ssckatraim09baseMT9,Aiming Baseline (Aim Number: 8 of 50) Movement Time,decimal,,,
ssckatraim09baseNJ9,BiB_StartingSchool.stschool_ckat.ssckatraim09baseNJ9,Aiming Baseline (Aim Number: 8 of 50) Normalised Jerk,decimal,,,
ssckatraim09basePL9,BiB_StartingSchool.stschool_ckat.ssckatraim09basePL9,Aiming Baseline (Aim Number: 8 of 50) Path Length,decimal,,,
ssckatraim09basePLT9,BiB_StartingSchool.stschool_ckat.ssckatraim09basePLT9,Aiming Baseline (Aim Number: 8 of 50) Path Length Time,decimal,,,
ssckatraim09basePS9,BiB_StartingSchool.stschool_ckat.ssckatraim09basePS9,Aiming Baseline (Aim Number: 8 of 50) Peak Speed,decimal,,,
ssckatraim09baseRT9,BiB_StartingSchool.stschool_ckat.ssckatraim09baseRT9,Aiming Baseline (Aim Number: 8 of 50) Reaction Time,decimal,,,
ssckatraim09baseTPS9,BiB_StartingSchool.stschool_ckat.ssckatraim09baseTPS9,Aiming Baseline (Aim Number: 8 of 50) Time to Peak Speed,decimal,,,
ssckatraim10baseDT10,BiB_StartingSchool.stschool_ckat.ssckatraim10baseDT10,Aiming Baseline (Aim Number: 9 of 50) Deceleration Time,decimal,,,
ssckatraim10baseMT10,BiB_StartingSchool.stschool_ckat.ssckatraim10baseMT10,Aiming Baseline (Aim Number: 9 of 50) Movement Time,decimal,,,
