variable,full_name,label,value_type,description,categories,categories_label
has_edrecs_ks1_2,BiB_Education_Record.edrecs_ks1_2.has_edrecs_ks1_2,Has key stage 1 assessment 2016 plus,decimal,,,
has_edks12,BiB_Education_Record.edrecs_ks1_2.has_edks12,Has: Key Stage 1 Assessment: 2016 Plus,decimal,,1,has
ks1_post2016_acyrtested,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_acyrtested,School year of KS1 assessment,decimal,,1|2|3|4|5|6|7,R|Y1|Y2|Y3|Y4|Y5|Y6
ks1_post2016_maths,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_maths,Key Stage 1 (post 2016)- Maths,decimal,,1|2|3|4|5|6|7,"BLW - Below the standard of the interim pre-key stage standards|PKF - Pre-key stage – foundations for the expected standard|WTS - Working towards the expected standard|EXS - Working at the expected standard|GDS - Working at greater depth within the expected standard|A - Absent for long periods or recently arrived|D - In exceptional circumstances, pupil disapplied from national curriculum"
ks1_post2016_reading,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_reading,Key Stage 1 (post 2016)- Reading,decimal,,1|2|3|4|5|6|7,"BLW - Below the standard of the interim pre-key stage standards|PKF - Pre-key stage – foundations for the expected standard|WTS - Working towards the expected standard|EXS - Working at the expected standard|GDS - Working at greater depth within the expected standard|A - Absent for long periods or recently arrived|D - In exceptional circumstances, pupil disapplied from national curriculum"
ks1_post2016_science,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_science,Key Stage 1 (post 2016)- Science,decimal,,1|2|3|4,"HNM - Has not met the expected standard|EXS - Working at the expected standard|A - Absent for long periods or recently arrived|D - In exceptional circumstances, pupil disapplied from national curriculum"
ks1_post2016_testestablishment,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_testestablishment,School Code where test conducted: Key Stage 1 (post 2016),text,,,
ks1_post2016_writing,BiB_Education_Record.edrecs_ks1_2.ks1_post2016_writing,Key Stage 1 (post 2016)- Writing,decimal,,1|2|3|4|5|6|7,"BLW - Below the standard of the interim pre-key stage standards|PKF - Pre-key stage – foundations for the expected standard|WTS - Working towards the expected standard|EXS - Working at the expected standard|GDS - Working at greater depth within the expected standard|A - Absent for long periods or recently arrived|D - In exceptional circumstances, pupil disapplied from national curriculum"
date_est,BiB_Education_Record.edrecs_ks1_2.date_est,Estimated date of assessment,date,,,
age_months_est,BiB_Education_Record.edrecs_ks1_2.age_months_est,Estimated age in months at assessment,decimal,,,
age_years_est,BiB_Education_Record.edrecs_ks1_2.age_years_est,Estimated age in years at assessment,decimal,,,
